Date,Z,F,X,Y
1958-02-11 02:08:00,43223.4,,18468.4,-3478.68
1958-02-11 02:09:00,43208.1,,18448.7,-3503.53
1958-02-11 02:10:00,43203.9,,18426.5,-3531.27
1958-02-11 02:11:00,43222.2,,18403,-3560.68
1958-02-11 02:12:00,43233.3,,18381,-3579.78
1958-02-11 02:13:00,43175,,18359.3,-3598.95
1958-02-11 02:14:00,43198.8,,18339.2,-3618.4
1958-02-11 02:15:00,43226.7,,18319.4,-3662.14
1958-02-11 02:16:00,43194.7,,18315.1,-3701.45
1958-02-11 02:17:00,43193.3,,18363.4,-3635.66
1958-02-11 02:18:00,43218.1,,18338.7,-3659.28
1958-02-11 02:19:00,43172.9,,18317.7,-3633.59
1958-02-11 02:20:00,43208.6,,18286.5,-3700.76
1958-02-11 02:21:00,43193.9,,18286,-3713.57
1958-02-11 02:22:00,43207.1,,18309.6,-3644.61
1958-02-11 02:23:00,43179.8,,18247.4,-3735.98
1958-02-11 02:24:00,43175,,18287.8,-3660.84
1958-02-11 02:25:00,43204.9,,18266.8,-3702.98
1958-02-11 02:26:00,43236.5,,18247.4,-3620.42
1958-02-11 02:27:00,43250,,18210.3,-3656.29
1958-02-11 02:28:00,43162,,18227,-3696.13
1958-02-11 02:29:00,43128.1,,18339.8,-3665.37
1958-02-11 02:30:00,43187.7,,18228.2,-3575.9
1958-02-11 02:31:00,43196.7,,18198.6,-3600.29
1958-02-11 02:32:00,43147.6,,18193.4,-3691.91
1958-02-11 02:33:00,43150.2,,18202.6,-3778.53
1958-02-11 02:34:00,43180.1,,18243.8,-3741.7
1958-02-11 02:35:00,43172.8,,18282.3,-3730.93
1958-02-11 02:36:00,43155.3,,18262.8,-3767.64
1958-02-11 02:37:00,43172.1,,18283.3,-3748.36
1958-02-11 02:38:00,43160.6,,18269.4,-3749.84
1958-02-11 02:39:00,43187.7,,18258.4,-3712.49
1958-02-11 02:40:00,43175.6,,18229.8,-3753.09
