Date,Z,F,X,Y
1958-02-11 02:47:00,164793,,59001.7,-6544.25
1958-02-11 02:48:00,164764,,59045.4,-6470.7
1958-02-11 02:49:00,164748,,59013.2,-6474.82
1958-02-11 02:50:00,164758,,58913.1,-6576.93
1958-02-11 02:51:00,164774,,58830.4,-6650.71
1958-02-11 02:52:00,164790,,58853.4,-6671.86
1958-02-11 02:53:00,164804,,58876.8,-6656.64
1958-02-11 02:54:00,164813,,58869,-6631.83
1958-02-11 02:55:00,164807,,58829,-6647.25
1958-02-11 02:56:00,164775,,58763,-6757.88
1958-02-11 02:57:00,164778,,58714.2,-6664.56
1958-02-11 02:58:00,164834,,58649.8,-6716
1958-02-11 02:59:00,164814,,58593.2,-6813.32
1958-02-11 03:00:00,164816,,58603.5,-6804.32
1958-02-11 03:01:00,164847,,58563.8,-6891.59
1958-02-11 03:02:00,164894,,58558.1,-7013.73
1958-02-11 03:03:00,164956,,58581.3,-7031.72
1958-02-11 03:04:00,165037,,58628.2,-6893.28
1958-02-11 03:05:00,165114,,58657.4,-6905.02
1958-02-11 03:06:00,165126,,58692.9,-6828.2
1958-02-11 03:07:00,165089,,58722.7,-6690.26
1958-02-11 03:08:00,165108,,58719.8,-6606.89
1958-02-11 03:09:00,165115,,58689.7,-6697.22
1958-02-11 03:10:00,165040,,58714.2,-6658.85
1958-02-11 03:11:00,165043,,58723.2,-6634.09
1958-02-11 03:12:00,165034,,58717.1,-6693.43
1958-02-11 03:13:00,165008,,58716.6,-6659.63
1958-02-11 03:14:00,164982,,58704.7,-6669.19
1958-02-11 03:15:00,164958,,58678.5,-6707.54
1958-02-11 03:16:00,164939,,58629.7,-6751.37
1958-02-11 03:17:00,164928,,58571,-6796.23
1958-02-11 03:18:00,164927,,58629.2,-6853.98
1958-02-11 03:19:00,164943,,58662.1,-6905.23
1958-02-11 03:20:00,164975,,58598.5,-6935.59
1958-02-11 03:21:00,165020,,58512.9,-6940.99
1958-02-11 03:22:00,165071,,58484.3,-6902.07
1958-02-11 03:23:00,165115,,58666.5,-6808.35
1958-02-11 03:24:00,165134,,58689.2,-6720.86
1958-02-11 03:25:00,165112,,58599.9,-6809.78
